country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-02-2026 23:00:00,17.72,83.3,PM10,100,397,161
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-02-2026 23:00:00,17.72,83.3,NO2,14,175,76
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-02-2026 23:00:00,17.72,83.3,SO2,1,14,7
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-02-2026 23:00:00,17.72,83.3,CO,10,66,30
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-02-2026 23:00:00,27.103358,93.679645,NO2,6,7,7
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-02-2026 23:00:00,27.103358,93.679645,SO2,9,10,10
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",11-02-2026 23:00:00,24.762518,84.982348,PM2.5,55,111,79
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-02-2026 23:00:00,25.697189,85.245900,PM10,92,155,124
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-02-2026 23:00:00,25.697189,85.245900,SO2,3,7,5
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-02-2026 23:00:00,25.697189,85.245900,CO,13,62,25
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",11-02-2026 23:00:00,25.697189,85.245900,OZONE,17,155,84
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",11-02-2026 23:00:00,25.560083,87.553265,NH3,1,1,1
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-02-2026 23:00:00,26.0881305,87.93840336,PM10,49,144,82
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",11-02-2026 23:00:00,16.9872867,81.7363176,PM10,106,128,116
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",11-02-2026 23:00:00,16.9872867,81.7363176,NO2,18,44,28
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",11-02-2026 23:00:00,16.9872867,81.7363176,SO2,6,22,13
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-02-2026 23:00:00,13.615387,79.409230,PM2.5,41,138,94
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-02-2026 23:00:00,13.615387,79.409230,OZONE,14,25,19
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-02-2026 23:00:00,16.486692,80.699436,PM2.5,50,77,63
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-02-2026 23:00:00,16.486692,80.699436,CO,36,123,37
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-02-2026 23:00:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",11-02-2026 23:00:00,26.63086,84.90051,OZONE,3,6,4
India,Bihar,Munger,"Town Hall, Munger - BSPCB",11-02-2026 23:00:00,25.376776,86.471523,PM10,45,107,70
India,Bihar,Munger,"Town Hall, Munger - BSPCB",11-02-2026 23:00:00,25.376776,86.471523,SO2,26,32,30
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",11-02-2026 23:00:00,26.11442,85.39813,CO,25,88,55
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",11-02-2026 23:00:00,26.1403345,85.3650192,NH3,3,6,4
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",11-02-2026 23:00:00,26.1403345,85.3650192,CO,37,57,53
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",11-02-2026 23:00:00,11.654054,92.734055,PM2.5,NA,NA,NA
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",11-02-2026 23:00:00,11.654054,92.734055,NO2,NA,NA,NA
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",11-02-2026 23:00:00,11.654054,92.734055,NH3,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-02-2026 23:00:00,14.675886,77.593027,NO2,17,22,20
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-02-2026 23:00:00,14.675886,77.593027,OZONE,17,17,17
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-02-2026 23:00:00,13.204880,79.097889,PM10,50,93,65
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",11-02-2026 23:00:00,26.187500,91.744194,PM10,NA,NA,NA
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",11-02-2026 23:00:00,26.187500,91.744194,CO,13,88,51
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",11-02-2026 23:00:00,26.181742,91.78063,CO,4,48,34
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",11-02-2026 23:00:00,26.349082,92.68449,PM10,84,133,112
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",11-02-2026 23:00:00,26.349082,92.68449,NH3,4,4,4
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-02-2026 23:00:00,26.146529,87.454184,PM10,43,110,80
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",11-02-2026 23:00:00,26.146529,87.454184,OZONE,10,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",11-02-2026 23:00:00,25.5626095,84.663264,PM10,24,71,48
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",11-02-2026 23:00:00,25.42742023,86.13886079,CO,49,64,57
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",11-02-2026 23:00:00,26.0881305,87.93840336,OZONE,31,34,32
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",11-02-2026 23:00:00,27.308328,84.531742,PM2.5,62,240,97
India,Assam,Silchar,"Tarapur, Silchar - PCBA",11-02-2026 23:00:00,24.82827,92.79525,PM2.5,35,86,61
India,Assam,Silchar,"Tarapur, Silchar - PCBA",11-02-2026 23:00:00,24.82827,92.79525,PM10,35,95,60
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-02-2026 23:00:00,25.592539,85.227158,NO2,11,42,23
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-02-2026 23:00:00,25.592539,85.227158,CO,32,100,60
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",11-02-2026 23:00:00,25.592539,85.227158,OZONE,6,13,10
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",11-02-2026 23:00:00,25.610369,85.132568,NO2,NA,NA,NA
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",11-02-2026 23:00:00,25.610369,85.132568,SO2,NA,NA,NA
India,Bihar,Patna,"Muradpur, Patna - BSPCB",11-02-2026 23:00:00,25.619651,85.147382,PM2.5,48,190,76
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",11-02-2026 23:00:00,25.599486,85.113666,NO2,18,59,35
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",11-02-2026 23:00:00,25.599486,85.113666,CO,24,111,82
India,Bihar,Patna,"Samanpura, Patna - BSPCB",11-02-2026 23:00:00,25.596727,85.085624,NH3,4,20,9
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",11-02-2026 23:00:00,28.7256504,77.2011573,NO2,66,140,118
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",11-02-2026 23:00:00,28.5512005,77.2735737,PM10,121,417,256
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",11-02-2026 23:00:00,28.5512005,77.2735737,NO2,23,55,38
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",11-02-2026 23:00:00,28.5512005,77.2735737,OZONE,3,69,25
India,Delhi,Delhi,"DTU, Delhi - CPCB",11-02-2026 23:00:00,28.7500499,77.1112615,NH3,9,12,11
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",11-02-2026 23:00:00,28.498571,77.264840,PM10,125,388,216
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",11-02-2026 23:00:00,28.498571,77.264840,NH3,7,9,9
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",11-02-2026 23:00:00,28.5710274,77.0719006,PM10,139,432,251
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-02-2026 23:00:00,22.118125,83.140608,NO2,8,21,12
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",11-02-2026 23:00:00,22.118125,83.140608,OZONE,6,86,52
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",11-02-2026 23:00:00,22.368195,82.746431,NO2,NA,NA,NA
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",11-02-2026 23:00:00,22.126650,83.483212,OZONE,1,67,39
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-02-2026 23:00:00,22.1910172,83.5197009,PM2.5,25,62,41
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-02-2026 23:00:00,22.1910172,83.5197009,PM10,20,77,52
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",11-02-2026 23:00:00,30.735567,76.775714,OZONE,5,128,60
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-02-2026 23:00:00,30.751462,76.762879,NH3,8,9,9
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",11-02-2026 23:00:00,30.751462,76.762879,CO,18,48,23
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",11-02-2026 23:00:00,21.194815,81.314770,PM2.5,21,44,30
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",11-02-2026 23:00:00,21.194815,81.314770,OZONE,2,36,15
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",11-02-2026 23:00:00,21.185571,81.343175,SO2,6,11,8
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",11-02-2026 23:00:00,25.892357,86.590325,PM2.5,25,312,111
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",11-02-2026 23:00:00,25.892357,86.590325,PM10,87,267,127
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",11-02-2026 23:00:00,25.859655,85.77944,NH3,1,1,1
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",11-02-2026 23:00:00,25.859655,85.77944,OZONE,6,9,7
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",11-02-2026 23:00:00,24.952822,84.002396,NO2,2,13,3
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",11-02-2026 23:00:00,22.1910172,83.5197009,OZONE,13,143,143
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",11-02-2026 23:00:00,21.258815,81.578979,CO,38,78,55
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",11-02-2026 23:00:00,21.237755,81.705301,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",11-02-2026 23:00:00,21.371751,81.664929,OZONE,1,20,8
India,Delhi,Delhi,"Alipur, Delhi - DPCC",11-02-2026 23:00:00,28.815329,77.153010,NO2,24,92,54
India,Delhi,Delhi,"Alipur, Delhi - DPCC",11-02-2026 23:00:00,28.815329,77.153010,NH3,13,18,15
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.647622,77.3158090,NO2,NA,NA,NA
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.647622,77.3158090,SO2,NA,NA,NA
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.695381,77.181665,NH3,8,9,8
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.695381,77.181665,OZONE,6,114,65
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",11-02-2026 23:00:00,25.586562,85.043586,PM2.5,74,300,132
India,Delhi,Delhi,"Bawana, Delhi - DPCC",11-02-2026 23:00:00,28.776200,77.051074,NH3,8,11,9
India,Gujarat,Surat,"Science Center, Surat - SMC",11-02-2026 23:00:00,21.170046,72.795405,PM10,46,126,85
India,Gujarat,Surat,"Science Center, Surat - SMC",11-02-2026 23:00:00,21.170046,72.795405,NO2,22,39,29
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",11-02-2026 23:00:00,22.320153,73.216285,PM10,36,212,100
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",11-02-2026 23:00:00,20.362421,72.918013,OZONE,5,24,18
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",11-02-2026 23:00:00,22.969611,72.643500,PM2.5,100,390,248
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",11-02-2026 23:00:00,22.969611,72.643500,PM10,110,299,172
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",11-02-2026 23:00:00,22.969611,72.643500,NO2,43,139,104
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",11-02-2026 23:00:00,22.969611,72.643500,SO2,21,76,57
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",11-02-2026 23:00:00,22.969611,72.643500,CO,16,32,21
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",11-02-2026 23:00:00,22.969611,72.643500,OZONE,29,45,36
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",11-02-2026 23:00:00,28.3419248,77.319699,PM2.5,91,326,225
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",11-02-2026 23:00:00,28.3419248,77.319699,SO2,3,7,5
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-02-2026 23:00:00,28.6514781,77.1473105,OZONE,8,57,29
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",11-02-2026 23:00:00,28.5504249,77.2159377,NH3,5,8,7
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.710508,77.249485,PM2.5,107,469,305
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.710508,77.249485,SO2,29,63,45
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",11-02-2026 23:00:00,28.531346,77.190156,SO2,6,15,11
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",11-02-2026 23:00:00,28.531346,77.190156,CO,12,104,26
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.672342,77.315260,CO,4,128,48
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",11-02-2026 23:00:00,28.672342,77.315260,OZONE,1,84,46
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-02-2026 23:00:00,28.699793,77.165453,PM2.5,98,471,311
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-02-2026 23:00:00,28.699793,77.165453,NO2,130,350,269
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-02-2026 23:00:00,28.699793,77.165453,SO2,2,15,7
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",11-02-2026 23:00:00,23.163798,72.677768,NH3,5,60,12
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",11-02-2026 23:00:00,23.243639,72.68994,NH3,3,14,6
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",11-02-2026 23:00:00,23.243639,72.68994,CO,28,115,68
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",11-02-2026 23:00:00,23.243639,72.68994,OZONE,2,48,22
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",11-02-2026 23:00:00,23.221714,72.654328,OZONE,3,92,41
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",11-02-2026 23:00:00,23.593150,72.372792,PM10,59,204,104
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",11-02-2026 23:00:00,22.248853,70.776774,NO2,9,112,36
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",11-02-2026 23:00:00,21.217779 ,72.834787 ,NO2,23,95,58
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",11-02-2026 23:00:00,22.977134,72.553024,CO,14,111,53
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",11-02-2026 23:00:00,22.977134,72.553024,OZONE,1,139,69
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",11-02-2026 23:00:00,23.002657,72.591912,PM10,76,303,121
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",11-02-2026 23:00:00,23.020509,72.579261,PM2.5,39,129,65
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",11-02-2026 23:00:00,23.020509,72.579261,PM10,111,163,138
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",11-02-2026 23:00:00,23.020509,72.579261,NO2,26,179,85
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",11-02-2026 23:00:00,23.016834,72.625775,OZONE,NA,NA,NA
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",11-02-2026 23:00:00,23.041137,72.456691,PM2.5,81,193,155
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",11-02-2026 23:00:00,23.041137,72.456691,PM10,81,167,133
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",11-02-2026 23:00:00,28.570173,76.933762,CO,8,122,12
India,Delhi,Delhi,"Narela, Delhi - DPCC",11-02-2026 23:00:00,28.822836,77.101981,NH3,7,9,8
India,Delhi,Delhi,"Narela, Delhi - DPCC",11-02-2026 23:00:00,28.822836,77.101981,CO,17,70,48
India,Delhi,Delhi,"Narela, Delhi - DPCC",11-02-2026 23:00:00,28.822836,77.101981,OZONE,9,109,63
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",11-02-2026 23:00:00,28.567890,77.250515,NH3,7,14,10
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",11-02-2026 23:00:00,28.6573814,77.1585447,NO2,50,135,96
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",11-02-2026 23:00:00,28.6573814,77.1585447,OZONE,15,190,87
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",11-02-2026 23:00:00,23.041137,72.456691,SO2,8,13,10
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",11-02-2026 23:00:00,23.023389,72.515201,SO2,5,31,14
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",11-02-2026 23:00:00,23.076793,72.627874,PM2.5,37,120,63
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",11-02-2026 23:00:00,23.076793,72.627874,PM10,89,332,141
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",11-02-2026 23:00:00,23.076793,72.627874,NO2,16,144,67
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",11-02-2026 23:00:00,21.613267,73.010555,SO2,31,32,31
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",11-02-2026 23:00:00,28.6811736,77.3025234,PM10,117,287,206
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",11-02-2026 23:00:00,28.6811736,77.3025234,NH3,5,16,10
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",11-02-2026 23:00:00,28.6811736,77.3025234,OZONE,25,29,28
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",11-02-2026 23:00:00,28.542460,77.191651,PM10,120,385,194
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",11-02-2026 23:00:00,28.542460,77.191651,NO2,24,103,53
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",11-02-2026 23:00:00,28.732820,77.170633,NO2,106,168,138
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",11-02-2026 23:00:00,28.611281,77.237738,PM2.5,73,406,243
India,Delhi,Delhi,"Mundka, Delhi - DPCC",11-02-2026 23:00:00,28.684678,77.076574,PM2.5,107,500,338
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",11-02-2026 23:00:00,28.60909,77.0325413,NO2,1,68,23
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",11-02-2026 23:00:00,28.60909,77.0325413,NH3,6,8,7
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",11-02-2026 23:00:00,28.674045,77.131023,CO,35,128,55
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",11-02-2026 23:00:00,28.563262,77.186937,SO2,7,50,26
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-02-2026 23:00:00,28.6514781,77.1473105,PM2.5,164,458,319
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",11-02-2026 23:00:00,28.3419248,77.319699,OZONE,15,16,15
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-02-2026 23:00:00,28.806223,76.141105,PM2.5,16,500,193
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-02-2026 23:00:00,28.806223,76.141105,SO2,1,2,1
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-02-2026 23:00:00,28.806223,76.141105,CO,9,12,11
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",11-02-2026 23:00:00,28.806223,76.141105,OZONE,7,18,13
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",11-02-2026 23:00:00,28.593883,76.270653,PM2.5,156,364,293
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",11-02-2026 23:00:00,28.593883,76.270653,CO,9,25,13
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",11-02-2026 23:00:00,28.206800,76.799700,PM2.5,135,328,257
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",11-02-2026 23:00:00,28.206800,76.799700,SO2,6,7,7
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",11-02-2026 23:00:00,28.39072,77.30059,PM2.5,185,206,194
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",11-02-2026 23:00:00,28.39072,77.30059,PM10,130,138,134
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",11-02-2026 23:00:00,28.39072,77.30059,CO,10,13,12
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",11-02-2026 23:00:00,28.376058,77.315741,PM2.5,NA,NA,NA
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",11-02-2026 23:00:00,28.376058,77.315741,PM10,NA,NA,NA
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",11-02-2026 23:00:00,28.376058,77.315741,NH3,NA,NA,NA
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",11-02-2026 23:00:00,28.376058,77.315741,OZONE,NA,NA,NA
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",11-02-2026 23:00:00,12.9756843,77.5660749,CO,72,80,76
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",11-02-2026 23:00:00,13.029152,77.585901,PM2.5,60,180,105
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",11-02-2026 23:00:00,12.938539,77.590100,NH3,3,6,4
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",11-02-2026 23:00:00,12.938539,77.590100,CO,6,26,15
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",11-02-2026 23:00:00,12.7816279,77.6299145,PM2.5,43,72,60
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",11-02-2026 23:00:00,12.7816279,77.6299145,NH3,2,4,3
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",11-02-2026 23:00:00,12.7816279,77.6299145,CO,42,44,43
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",11-02-2026 23:00:00,12.7816279,77.6299145,OZONE,24,28,27
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",11-02-2026 23:00:00,13.003872,77.664217,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",11-02-2026 23:00:00,13.003872,77.664217,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",11-02-2026 23:00:00,13.003872,77.664217,OZONE,25,26,25
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",11-02-2026 23:00:00,13.0270199,77.494094,PM2.5,21,44,31
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",11-02-2026 23:00:00,13.0270199,77.494094,NO2,23,34,26
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",11-02-2026 23:00:00,13.0270199,77.494094,NH3,4,5,4
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",11-02-2026 23:00:00,28.360699,76.936090,CO,16,48,24
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",11-02-2026 23:00:00,28.060249,76.113115,NO2,52,86,64
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",11-02-2026 23:00:00,28.060249,76.113115,CO,42,60,45
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",11-02-2026 23:00:00,28.1485564,77.3320667,NO2,23,24,24
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",11-02-2026 23:00:00,28.3153,76.9143,OZONE,5,90,84
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",11-02-2026 23:00:00,30.7057778,76.8531805555555,SO2,14,15,15
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",11-02-2026 23:00:00,29.432304,76.972765,SO2,18,19,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",11-02-2026 23:00:00,29.503664,75.467934,PM10,14,67,48
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",11-02-2026 23:00:00,29.503664,75.467934,NO2,17,20,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",11-02-2026 23:00:00,29.503664,75.467934,CO,25,34,28
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",11-02-2026 23:00:00,29.503664,75.467934,OZONE,49,68,65
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",11-02-2026 23:00:00,28.4227,77.0667,SO2,4,7,5
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",11-02-2026 23:00:00,28.4275,77.1465,PM2.5,99,354,249
